,CRN,Subject,Course,Section,Campus,Credit,title,Days,time,Section capacity,Section Actual,Section Remaining,Waitlist Capacity,Waitlist Actual,Waitlist Remaining,Crosslist Capacity,Crosslist Actual,Crosslist Remaining,Instructor,Data(MM/DD),Location ,Attribute,detail
4997,22018.0,PSYC,2014,10,1,3,Cognitive Psychology,TR,09:35 am-10:50 am,65.0,55.0,10.0,999.0,0.0,999.0,0.0,0.0,0,Myeong-Ho Sohn (P),08/27-12/10,FNGR 222,GenEd:Crit Analysis Social Sci,"Introduction to the study of cognition; review of data and theories on the topics of perception, attention, memory, language, reasoning, and decision making. Prerequisite: PSYC 1001."
4998,23370.0,PSYC,2014,11,1,3,Cognitive Psychology,MW,12:45 pm-02:00 pm,65.0,62.0,3.0,999.0,0.0,999.0,0.0,0.0,0,Stephen Charles Dopkins (P),08/27-12/10,FNGR 222,GenEd:Crit Analysis Social Sci,"Introduction to the study of cognition; review of data and theories on the topics of perception, attention, memory, language, reasoning, and decision making. Prerequisite: PSYC 1001."
4999,21773.0,PSYC,2015,10,1,3,Biological Psychology,TR,02:20 pm-03:35 pm,65.0,66.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,Guangying K. Wu (P),08/27-12/10,FNGR 220,GenEd:Crit Analysis Social Sci,"Introduction to the biological basis of behavior; review of data and empirical methods on the topics of neural structure and function, brain damage, neuroanatomy, genes, hormones, and their influence on behavior. Prerequisite: PSYC 1001."
5,24995.0,ACA,6219,10,1,2,Alexander Technique I,TBA,TBA,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Alexander Wild(P),08/27-12/10,SEE DEPT,"Through group work and individual sessions, students develop a further awareness of the body toward expression of imagination and the creative process, enabling powerful characterization without stress or personal physical distortion.","Through group work and individual sessions, students develop a further awareness of the body toward expression of imagination and the creative process, enabling powerful characterization without stress or personal physical distortion."
50,22871.0,ACCY,6801,80,1,3,Corp.Governance&Ethics,M,12:45pm-03:15pm,25.0,25.0,0.0,999.0,0.0,999.0,33.0,33.0,0,Ernest J.Englander(P),08/27-12/10,SMTH 120 ,MBA Prof-Sustainability,"The theory, practice, and public policy environment of corporate governance. Purpose, functioning, and responsibilities of boards of directors. Power, control, and compensation of corporate management. Shareholders and stakeholders. Corporate governance in comparative national settings. Same as SMPP 6215."
500,22359.0,BISC,1005,35,1,0,Laboratory,W,05:00 pm-06:50 pm,22.0,22.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
5000,23371.0,PSYC,2015,11,1,3,Biological Psychology,TR,12:45 pm-02:00 pm,65.0,63.0,2.0,999.0,0.0,999.0,0.0,0.0,0,Dwight Jacob Kravitz (P),08/27-12/10,FNGR 222,GenEd:Crit Analysis Social Sci,"Introduction to the biological basis of behavior; review of data and empirical methods on the topics of neural structure and function, brain damage, neuroanatomy, genes, hormones, and their influence on behavior. Prerequisite: PSYC 1001."
5001,28141.0,PSYC,2015,12,1,3,Biological Psychology,TR,09:35 am-10:50 am,65.0,17.0,48.0,999.0,0.0,999.0,0.0,0.0,0,Gabriela Rosenblau (P),08/27-12/10,GELM 608,GenEd:Crit Analysis Social Sci,"Introduction to the biological basis of behavior; review of data and empirical methods on the topics of neural structure and function, brain damage, neuroanatomy, genes, hormones, and their influence on behavior. Prerequisite: PSYC 1001."
5002,21168.0,PSYC,2101,10,1,3,Research Methods in Psychology,TR,09:35 am-10:50 am,40.0,31.0,9.0,999.0,0.0,999.0,0.0,0.0,0,Donald M. Keller (P),08/27-12/10,MON 115,ESIA-Research Methods,"Survey of research designs (e.g., case studies, correlational designs, experiments), methods (e.g., questionnaires, observations), and measurement issues (e.g., reliability and validity). PSYC 1001 and STAT 1053 may be taken as a corequisite. Prerequisites: PSYC 1001 and STAT 1053."
5003,23372.0,PSYC,2101,11,1,3,Research Methods in Psychology,TR,12:45 pm-02:00 pm,45.0,45.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Guangying K. Wu (P),08/27-12/10,GOV 102,ESIA-Research Methods,"Survey of research designs (e.g., case studies, correlational designs, experiments), methods (e.g., questionnaires, observations), and measurement issues (e.g., reliability and validity). PSYC 1001 and STAT 1053 may be taken as a corequisite. Prerequisites: PSYC 1001 and STAT 1053."
5004,21439.0,PSYC,2101,12,1,3,Research Methods in Psychology,TR,03:45 pm-05:00 pm,40.0,39.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Philip J. Moore (P),08/27-12/10,MON 251,ESIA-Research Methods,"Survey of research designs (e.g., case studies, correlational designs, experiments), methods (e.g., questionnaires, observations), and measurement issues (e.g., reliability and validity). PSYC 1001 and STAT 1053 may be taken as a corequisite. Prerequisites: PSYC 1001 and STAT 1053."
5005,24180.0,PSYC,2508,10,1,3,Humanistic Psychology,MW,09:35 am-10:50 am,80.0,79.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Dennis E. Schell (P),08/27-12/10,PHIL B152,nan,"Critical examination of humanistic psychology. Emphasis on role of consciousness in human behavior. Philosophic foundations, existential, phenomenological, and transpersonal psychology. (Formerly PSYC 3108) Prerequisites: PSYC 1001."
5006,24181.0,PSYC,2544,80,1,3,Industrial/Organizational Psyc,MW,08:00 am-09:15 am,19.0,19.0,0.0,999.0,0.0,999.0,40.0,37.0,3,Tara Behrend (P),08/27-12/10,MON 114,nan,"Psychological concepts and methods applied to problems of personnel management, employee motivation and productivity, supervisory leadership, and organizational development. Formerly PSYC 2144. Prerequisites: ORSC 1109 or PSYC 1001. (Same as ORSC 2544)."
5007,28437.0,PSYC,2544,81,1,3,Industrial/Organizational Psyc,MW,12:45 pm-02:00 pm,15.0,13.0,2.0,0.0,0.0,0.0,35.0,26.0,9,Tara Behrend (P),08/27-12/10,ROME 350,CCAS - GCR:Social & Behavioral and Inactive Attribute Code,"Psychological concepts and methods applied to problems of personnel management, employee motivation and productivity, supervisory leadership, and organizational development. Formerly PSYC 2144. Prerequisites: ORSC 1109 or PSYC 1001. (Same as ORSC 2544)."
5008,27092.0,PSYC,3112,10,1,3,Psychology of Adolescence,MW,02:20 pm-03:35 pm,40.0,40.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Christina B. Gee (P),08/27-12/10,MON 353,nan,"Psychological characteristics and problems peculiar to adolescence, with emphasis on application of psychology to the solution of such problems. Prerequisite: PSYC 2101 and PSYC 2013."
5009,28458.0,PSYC,3116,80,1,3,Brain and Language,MW,12:45 pm-02:00 pm,10.0,1.0,9.0,0.0,0.0,0.0,30.0,8.0,22,Malathi Thothathiri (P),08/27-12/10,BELL 109,nan,"How the brain operates for language production and understanding and how damage to the brain can interrupt neural processes with a variety of neurolinguistic consequences. Neuroimaging and behavioral research that informs the understanding of the bases of neurolinguistic communication disorders. Same as SPHR 3116; however, psychology students are not required to take SPHR 2106 as a prerequisite or corequisite. Prerequisites: PSYC 1001 and PSYC 2101. Prerequisites: PSYC 1001 and PSYC 2101."
501,22360.0,BISC,1005,36,1,0,Laboratory,W,02:30 pm-04:20 pm,22.0,23.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
5010,20467.0,PSYC,3118,10,1,3,Neuropsychology,TR,11:10 am-12:25 pm,40.0,38.0,2.0,999.0,0.0,999.0,0.0,0.0,0,Nicola Wolfe (P),08/27-12/10,ROME 352,nan,"Analysis of neural processes underlying behavior. Basic structure and functions of the nervous system, with emphasis on sensory processes, learning and memory, motivation, and emotion. Prerequisite: PSYC 2101 AND PSYC 2014 OR PSYC 2015."
5011,23373.0,PSYC,3121,10,1,3,Memory and Cognition,TR,02:20 pm-03:35 pm,40.0,34.0,6.0,999.0,0.0,999.0,0.0,0.0,0,Myeong-Ho Sohn (P),08/27-12/10,MON 352,nan,An examination of the psychological processes underlying human memory and cognition. Topics cover theoretical and experimental issues involving a range of cognitive function from attention and pattern recognition to learning and memory. Prerequisite: PSYC 2101 AND PSYC 2014 OR PSYC 2015.
5012,24693.0,PSYC,3122,10,1,3,Cognitive Neuroscience,TR,11:10 am-12:25 pm,40.0,39.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Sarah Shomstein (P),08/27-12/10,ROME 459,nan,"How the structure and functions of the brain are related to cognitive processes and their associated behaviors. The biological bases of behavior and mental activity. Research and case studies by cognitive psychologists, neuroscientists, psychiatrists, and linguists, focusing on how the brain affects pattern recognition, attention, short-term and long-term memory processes, and language. Prerequisite: PSYC 2101 AND PSYC 2014 OR PSYC 2015."
5013,23439.0,PSYC,3126W,10,1,3,Multicultural Psychology,TR,12:45 pm-02:00 pm,35.0,26.0,9.0,999.0,0.0,999.0,0.0,0.0,0,Sherry Davis Molock (P),08/27-12/10,MON B33,nan,"The influence of culture on major psychology concepts. Current theories and research on culture, with culture being broadly defined to include race, ethnicity, gender, sexual orientation, disability status, and socioeconomic status. Empirical methodologies in cultural psychology, and appreciation of cultural groups within the United States. Issues of culture in the interpretation of personal experiences and in application of cultural diversity issues to various settings. Culturally relevant styles of communication, values from different cultures, racial identity, power and privilege, and issues around health and mental health. Multiculturalism in the modern diverse society. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisites: PSYC 2011 or PSYC 2012; and PSYC 2101."
5014,21564.0,PSYC,3128,10,1,3,Health Psychology,TR,12:45 pm-02:00 pm,40.0,41.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,Philip J. Moore (P),08/27-12/10,GOV 101,nan,"Current research in the area of health psychology, with special attention to psychological factors related to health and illness, psychological intervention with medical patients, and psychological approaches to illness prevention and health promotion. Prerequisite: PSYC 2101."
5015,22346.0,PSYC,3170,10,1,3,Clinical Psychology,MW,02:20 pm-03:35 pm,40.0,41.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,Cynthia A Rohrbeck (P),08/27-12/10,MPA 305,nan,"An exploration of the history, functions, and concerns of the clinical psychologist. Assessment, treatment, community approaches, ethics. Prerequisite: PSYC 2011 and PSYC 2101."
5016,25571.0,PSYC,3180,10,1,3,Seminar in Cognitive Science,T,12:45 pm-03:15 pm,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,Stephen Mitroff (P),08/27-12/10,1957 E 313,nan,"Advanced seminar for undergraduate students focusing on recent developments in cognitive science. Topics vary and may include perception, attention, memory, representation, and cognitive control, as well as neural bases of cognitive processes. Prerequisites: PSYC 3118 or PSYC 3121 or PSYC 3122 or PSYC 3124 or PSYC 4106W or PSYC 4107W."
5017,24285.0,PSYC,3199,10,1,3,Stress and Coping,TR,11:10 am-12:25 pm,25.0,23.0,2.0,999.0,0.0,999.0,0.0,0.0,0,George W Howe (P),08/27-12/10,FNGR 207,nan,Topics vary. May be repeated once for credit provided the topic differs. Prerequisites: PSYC 1001 and PSYC 2101.
5018,25585.0,PSYC,3199,12,1,3,Neuroscience of Experience,MW,03:45 pm-05:00 pm,25.0,15.0,10.0,999.0,0.0,999.0,0.0,0.0,0,Stephen Charles Dopkins (P),08/27-12/10,TOMP 310,nan,Topics vary. May be repeated once for credit provided the topic differs. Prerequisites: PSYC 1001 and PSYC 2101.
5019,24182.0,PSYC,3591,10,IR1,1.000-3.000,Supervised Research Internship,nan,TBA,49.0,36.0,13.0,0.0,0.0,0.0,0.0,0.0,0,Stephen Charles Dopkins (P),08/27-12/10,TBA,nan,Open to qualified students with permission of a supervising faculty member. Arrangements must be made with the faculty supervisor prior to registration; a list of participating faculty members and their research specialties is available from the department. May be repeated for credit; PSYC 3591 and PSYC 4591 combined may be taken for a total of 9 credits maximum. Prerequisites: PSYC 1001 and PSYC 2101.
502,22361.0,BISC,1005,37,1,0,Laboratory,W,12:10 pm-02:00 pm,22.0,20.0,2.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
5020,24335.0,PSYC,4106W,10,1,4,Sensation and Perception Lab,TR,11:10 am-12:25 pm,60.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0,John W. Philbeck (P),08/27-12/10,SMTH 114,nan,"Capstone course focused on the study of sensation and perception. Students examine previous research, design and carry out research projects, and write psychological research reports. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Laboratory fee. Prerequisites: PSYC 1001 and PSYC 2101; and PSYC 2014 or PSYC 2015."
5021,24336.0,PSYC,4106W,31,1,0,Laboratory,M,11:10 am-01:00 pm,20.0,19.0,1.0,999.0,0.0,999.0,0.0,0.0,0,John W. Philbeck (P),08/27-12/10,GG 103,nan,"Capstone course focused on the study of sensation and perception. Students examine previous research, design and carry out research projects, and write psychological research reports. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Laboratory fee. Prerequisites: PSYC 1001 and PSYC 2101; and PSYC 2014 or PSYC 2015."
5022,24339.0,PSYC,4106W,32,1,0,Laboratory,T,06:10 pm-08:00 pm,20.0,19.0,1.0,999.0,0.0,999.0,0.0,0.0,0,John W. Philbeck (P),08/27-12/10,GG 103,nan,"Capstone course focused on the study of sensation and perception. Students examine previous research, design and carry out research projects, and write psychological research reports. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Laboratory fee. Prerequisites: PSYC 1001 and PSYC 2101; and PSYC 2014 or PSYC 2015."
5023,24337.0,PSYC,4106W,33,1,0,Laboratory,W,05:10 pm-07:00 pm,20.0,20.0,0.0,999.0,0.0,999.0,0.0,0.0,0,John W. Philbeck (P),08/27-12/10,GG 103,nan,"Capstone course focused on the study of sensation and perception. Students examine previous research, design and carry out research projects, and write psychological research reports. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Laboratory fee. Prerequisites: PSYC 1001 and PSYC 2101; and PSYC 2014 or PSYC 2015."
5024,27093.0,PSYC,4202W,10,1,4,Applied Social Psychology Lab,TR,09:35 am-10:50 am,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Paul J. Poppen (P),08/27-12/10,ROME 350,nan,"A capstone course focused on the study of topics in applied social psychology, such as discrimination and health, in which students examine previous research, design and carry out research projects, and write psychological research reports. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Laboratory fee. Prerequisites: PSYC 1001 and PSYC 2101; and PSYC 2011 or PSYC 2012 or PSYC 2013."
